 code	 name	 authorship	date	source	pages	misspelling	assessment	comments	combinations	basionym	link
675687	CHROOGEMINELLA	Hansgirg									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?675687
675688	CHROOLEPUS	(C. Agardh) Hansgirg									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?675688
517143	CHROOLEPUS	(C. Agardh) Wille									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517143
517144	CHROOLEPUS	C. Agardh									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517144
517146	CHROOMONAS	Hansgirg (WEB)									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517146
517148	CHROOSTIPES	Pascher									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517148
675689	CHROOTHECE	Hansgirg									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?675689
517149	CHRYSAMOEBA	Klebs									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517149
517150	CHRYSANTHEMODISCUS	Mann									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517150
517151	CHRYSAPION	Pescher & Vik									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517151
669379	CHRYSAPSIDINEE	Calkins									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?669379
517152	CHRYSAPSIS	Pascher									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517152
517153	CHRYSARACHNION	Pascher									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517153
517154	CHRYSASTER	Skuja									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517154
517155	CHRYSASTRELLA	Chodat									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517155
517156	CHRYSASTRIDIUM	Lauterborn									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517156
517157	CHRYSIDALIS	Schiller									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517157
517159	CHRYSIDIASTRUM	Lauterborn									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517159
517161	CHRYSOAMPHITREMA	Scherffel									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517161
517162	CHRYSOBOTRIELLA	Strand (WEB)									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517162
531610	CHRYSOBOTRYS	Conrad (WEB)									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?531610
517163	CHRYSOBOTRYS	Pascher									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517163
517164	CHRYSOCAMPANULA	Fournier									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517164
517165	CHRYSOCAPSA	Gemsch									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517165
517166	CHRYSOCAPSA	Hansgirg									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517166
675692	CHRYSOCAPSA	Hansgirg									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?675692
517167	CHRYSOCAPSA	Pascher									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517167
517168	CHRYSOCAPSA	Pascher									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517168
517169	CHRYSOCAPSELLA	Bourrelly									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517169
669395	CHRYSOCAPSINSE	Huber-Pestalozzi									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?669395
517170	CHRYSOCARNEGIA	Strand									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517170
517171	CHRYSOCHAETE	M. Rosenberg									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517171
517174	CHRYSOCLONIUM	Pascher									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517174
517175	CHRYSOCLONIUM	Pascher									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517175
517176	CHRYSOCOCCOCYSTIS	Doflein (WEB)									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517176
517177	CHRYSOCOCCUM	Christensen									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517177
675693	CHRYSOCOCCUS	Hansgirg									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?675693
517178	CHRYSOCOCCUS	Klebs									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517178
517179	CHRYSOCRINUS	Pascher									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517179
517182	CHRYSODENDRON	Pascher									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517182
517184	CHRYSODESMIS	Starmach									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517184
517185	CHRYSODICTYON	Ramanathan									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517185
517186	CHRYSODIDYMA	Prowse									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517186
517187	CHRYSODIDYMUS	Prowse									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517187
669405	CHRYSOFLAGELLIDA	Conn & Edmondson									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?669405
517188	CHRYSOIKOS	Will&eacute;n									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517188
517189	CHRYSOLYKOS	Mack									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517189
517190	CHRYSOMERIS	N. Carter									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517190
669417	CHRYSOMONADES	Haeckel									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?669417
669418	CHRYSOMONADIDA	Calkins									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?669418
669421	CHRYSOMONADIDEA	Walton									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?669421
669437	CHRYSOMONADORIDA	Levine									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?669437
531784	CHRYSOMONAS	Skvortzov									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?531784
517191	CHRYSOMONAS	Skvortzov									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517191
517192	CHRYSOMONAS	Skvortzov									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517192
517193	CHRYSOMONAS	Stein									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517193
517194	CHRYSOMORON	Skuja									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517194
517195	CHRYSONEBULA	J.W.G. Lund (WEB)									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517195
517196	CHRYSONEMA	Anand									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517196
517197	CHRYSONEMA	Anand									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517197
517199	CHRYSONEPHOS	W. R. Taylor									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517199
517200	CHRYSOPHAEUM	Lewis & Bryan									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517200
517201	CHRYSOPHAEUM	W. R. Taylor									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517201
669450	CHRYSOPHYTARIA	Dillon									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?669450
517202	CHRYSOPODOCYSTIS	Billard									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517202
517203	CHRYSOPORA	Pascher									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517203
517204	CHRYSOPYXIS	Stein									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517204
517206	CHRYSOSACCUS	Pascher									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517206
517207	CHRYSOSPHAERA	Chodat									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517207
517208	CHRYSOSPHAERA	Pascher									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517208
517209	CHRYSOSPHAERELLA	Lauterborn									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517209
517211	CHRYSOSTEPHANOSPHAERA	Scherffel									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517211
517212	CHRYSOSTIGMA	Kirchner									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517212
517213	CHRYSOSTIGMA	Kirchner ex Frank									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517213
517214	CHRYSOSTOMUM	Chodat									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517214
517216	CHRYSOTHECA	Scherffel									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517216
517217	CHRYSOTHECOPSIS	Conrad									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517217
517218	CHRYSOTHEKA	Doflein									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517218
517219	CHRYSOTHRIX	Pascher									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517219
517220	CHRYSOTHYLAKION	Pascher									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517220
517221	CHRYSOTILA	Anand									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517221
517222	CHRYSOTILA	Anand									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517222
517223	CHRYSOTILOS	Pascher									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517223
517224	CHRYSOTYLOS	Matvienko									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517224
517225	CHRYSOWAERNELLA	Gayral & Lepailleur									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517225
517226	CHRYSOWAERNELLA	Gayral & Lepailleur ex Gayral & Billard									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517226
517227	CHRYSOXYS	Skuja									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517227
517228	CHRYSYMENIA	J. Agardh									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517228
675694	CHTHONOBLASTUS	(K&uuml;tzing) Hansgirg									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?675694
517235	CHTHONOBLASTUS	K&uuml;tzing									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517235
517236	CHUNIELLA	Karsten									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517236
517238	CHYLOCLADIA	Greville									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517238
517239	CHYLOCLADIA	Greville (WEB)									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517239
517243	CHYTRAPHORA	Suhr									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517243
517244	CHYTRIDIOCHLORIS	(Pascher) Jane									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517244
517246	CHYTRIODINIUM	Chatton									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517246
517247	CHYTROEISPHAERIDIA	(Sarjeant) Downie, Evitt, & Sarjeant									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517247
517249	CIENKOWSKIA	Chodat									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517249
517250	CIENKOWSKIA	Rostafinski									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517250
517252	CILIARIA	Stackhouse									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517252
517254	CILIARIS	Salisbury									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517254
669487	CILIATAE	Blackman & Tansley									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?669487
669488	CILIOFLAGELLATA	B&uuml;tschli									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?669488
669489	CILIOFLAGELLATA	Clapar&egrave;de & Lachmann									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?669489
669490	CILIOFLAGELLATA	Haeckel									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?669490
669491	CILIOFLAGELLATA	J. M&uuml;ller									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?669491
669492	CILIOPHORA	Doflein									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?669492
517255	CILIOPHRYS	Cienkowski									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517255
517256	CIMAENOMONAS	Grassi									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517256
517257	CIMAZONE	De la Pylaie									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517257
517258	CINCTACTINISCUS	Dumitrica									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517258
517259	CIPARISOFIQUE	Donati									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517259
517260	CIRCONITELLA	Joan Watson									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517260
669493	CIRCULARES	Kirchner									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?669493
517261	CIRCULODINIUM	Alberti									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517261
517262	CIRRIFERA	Cookson & Eisenack									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517262
517263	CIRRIPHYCUS	Vologdin									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517263
517264	CIRROSIPHON	Duvigneaud & Symoens									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517264
517265	CIRRULICARPUS	Tokida & Misaki									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517265
517266	CISTOSEIRA							orth. var. Cystoseira C. Agardh 1820 used only once			http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517266
517267	CISTULA	Cleve									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517267
517268	CITERA	Donati									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517268
517269	CITHARISTES	Stein									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517269
669495	CITHARISTIDRE	Kofoid & Skogsberg									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?669495
517270	CLADHYMENIA	Harvey									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517270
517271	CLADISCOTHALLUS	B. Renault									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517271
517272	CLADOCEPHALUS	M.A. Howe									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517272
517273	CLADOCHAETE	Meyer & Skabichevsky									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517273
517274	CLADOCHROA	Skottsberg									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517274
517275	CLADOCOELIUM	Trevisan									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517275
517277	CLADOCOELIUM	Trevisan									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517277
517276	CLADOCOELIUM	Trevisan									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517276
517278	CLADODONTA	Skottsberg									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517278
517279	CLADOGIRVANELLA	E. Ott									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517279
517280	CLADOGONIUM	Ehrenberg									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517280
517281	CLADOGONIUM	Hirose & Akiyama									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517281
517282	CLADOGRAMMA	(Ehrenberg) Sch&uuml;tt									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517282
517283	CLADOGRAMMA	Ehrenberg									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517283
517284	CLADOGRAMMA	Ehrenberg ex Greville									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517284
517285	CLADOLITHON	(Foslie) Foslie									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517285
517286	CLADOLITHON	Foslie									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517286
517287	CLADOMONAS	Stein									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517287
517288	CLADOMYCES	Engler									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517288
517289	CLADONEMA	W. S. Kent									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517289
517290	CLADOPELTIS	Trevisan									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517290
517294	CLADOPHORA	K&uuml;tzing									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517294
669496	CLADOPHORACEA	Fjerdingstad									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?669496
517308	CLADOPHORELLA	Fritsch									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517308
517309	CLADOPHORITES	Reis									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517309
517310	CLADOPHOROPSIS	B&oslash;rgesen (WEB)									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517310
517312	CLADOPHYTUM	Leidy									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517312
669516	CLADOPYXIDEN	Stein									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?669516
517313	CLADOPYXIDIUM	McLean									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517313
517314	CLADOPYXIS	Stein									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517314
669518	CLADORYTES	Harlan									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?669518
517315	CLADOSIPHON	K&uuml;tzing (WEB)									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517315
517316	CLADOSPONGIA	Iyengar & Ramanathan									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517316
517317	CLADOSTEPHUS	C. Agardh									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517317
517318	CLADOSTEPHUS	C. Agardh (WEB)									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517318
533494	CLADOSTROMA	Skuja (WEB)									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?533494
517319	CLADOTHAMION	K&uuml;tzing									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517319
517320	CLADOTHELE	Hooker f. & Harvey									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517320
517321	CLADOTHRIX	Cohn									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517321
669522	CLADOTRICHACEI	Engler									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?669522
517322	CLADURUS	Falkenberg									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517322
517324	CLASTIDIUM	O. Kirchner									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517324
517325	CLATHRASTUM	Rayss									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517325
517326	CLATHRIUM	J. Frenguelli									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517326
517327	CLATHROCAPSA	Stein									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517327
517328	CLATHROCHLORIS	Geitler									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517328
517329	CLATHROCTENOCYSTIS	V. Wiggins									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517329
517330	CLATHROCYSTA	Stein									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517330
517331	CLATHROCYSTIS	A. Henfrey									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517331
517332	CLATHRODESMUS	R. Chodat									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517332
517333	CLATHRODISCUS	Hamel									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517333
517334	CLATHROLITHUS	Deflandre									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517334
517335	CLATHROMORPHUM	(Foslie) Foslie									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517335
517336	CLATHROMORPHUM	Foslie									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517336
517337	CLATHROMORPHUM	Foslie (WEB)									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517337
517339	CLATHROPYXIDELLA	Deflandre									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517339
517340	CLATHROSTOMUM	Chodat									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517340
517342	CLAUDEA	Lamouroux									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517342
517343	CLAUSIELLA	Palik									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517343
517344	CLAUSISPHAERA	Staplin									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517344
517345	CLAUSITES	Van Landingham									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517345
517346	CLAUTRIAVIA	Massart									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517346
517347	CLAVAPHYSOPORELLA	Endo									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517347
517348	CLAVARIA	Stackhouse									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517348
517349	CLAVARIA	Stackhouse									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517349
517350	CLAVATELLA	(Bory) Duby									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517350
517351	CLAVATELLA	Bory									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517351
517352	CLAVATOR	Reid & J. Groves									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517352
517353	CLAVATORITES	Horn af Rantzien									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517353
517354	CLAVATULA	Stackhouse									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517354
517355	CLAVATULA	Stackhouse									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517355
517356	CLAVELLA	Trevisan									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517356
517357	CLAVICLONIUM	Kraft & Min-Thein									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517357
517358	CLAVICULA	Pantocsek									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517358
517360	CLAVODISCOASTER	Prins									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517360
517361	CLAVOMATRIX	Skvortzov & Noda									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517361
517362	CLAVOSPHAERA	Lecal-Schlauder									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517362
517363	CLAVULARIA	Greville									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517363
517364	CLEISTOPERIDINIUM	(Lemmermann) Lefevre									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517364
517365	CLEISTOPERIDINIUM	A.L. Schilling									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517365
517366	CLEISTOPERIDINIUM	Lemmermann									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517366
517367	CLEISTORHABDUS	M. Black									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517367
517368	CLEISTOSPHAERIDIUM	Davey, Downie, Sarjeant & Williams									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517368
517370	CLEMENTSIA	G. Murray									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517370
517371	CLERICIA	Frenguelli									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517371
517373	CLERITIA							err. cit.			http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517373
517374	CLEVAMPHORA	Mereschkowsky									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517374
517375	CLEVEA	'Pantocsek'									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517375
517376	CLEVEIA	Pantocsek									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517376
517377	CLEVIA	C. Mereschkowsky									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517377
517378	CLEVIA	Mereschkowsky									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517378
517379	CLIFTONAEA	Harvey									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517379
517380	CLIFTONIA	Harvey									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517380
517381	CLIFTONIA	Harvey									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517381
517382	CLIMACIDIUM	Ehrenberg									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517382
517383	CLIMACODIUM	Grunow									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517383
517385	CLIMACONEIS	Grunow									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517385
517386	CLIMACOSIRA	Grunow									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517386
517388	CLIMACOSORUS	Sauvageau									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517388
517389	CLIMACOSPHENIA	Ehrenberg									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517389
517391	CLINORHABDUS	Stover									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517391
517392	CLIPEODINIUM	Pascher									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517392
517394	CLITOCYSTIS	W.B. Turner									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517394
517395	CLONIOPHORA	Tiffany									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517395
533916	CLONOTHRIX	E. Roze									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?533916
517396	CLONOTHRIX	Raze Cyanophycsas									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517396
517397	CLONOTHRIX	Schorler									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517397
517399	CLOSTERIDIUM	(Reinsch) De Toni									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517399
517400	CLOSTERIDIUM	(Reinsch) Hansgirg									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517400
533921	CLOSTERIDIUM	Reinsch									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?533921
517404	CLOSTERIOCOCCUS	Schmidle									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517404
533930	CLOSTERIOIDES	Prescott									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?533930
517405	CLOSTERIOIDES	Prescott desmid									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517405
517408	CLOSTERIOPSIS	Lemmermann									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517408
517409	CLOSTERIOSPIRA	Reverdin									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517409
517410	CLOSTERIUM	C.L. Nitzsch									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517410
517411	CLOSTERIUM	C.L. Nitzsch ex J. Ralfs									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517411
517422	CLUZELLA	Bory									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?517422
