ID	year	source	details
r133108	1922	Univ. Calif. Publ. Bot.	7: 353, pl. 35: fig. 4
r133109	1922	Univ. Calif. Publ. Bot.	7: 359, pl. 37: fig. 6
r104084	1981	Bull. Fac. Sci. King Abdul Aziz Univ.	5: 60, fig. 1
r104085	1970	Freshw. Red Alg. N. Amer.:	60
r104086	1970	Freshw. Red Alg. N. Amer.:	61
r104088	2000	Phykos	38: 38, figs. A-J
r104089	1846	Fl. Alg&eacute;rie:	156
r104090	1897	Syll. Alg.	4: 29
r104083	1998	Acta Phytotax. Sin.	36: 81, fig. 2
r125977	1850	Ann. Sci. Nat. Bot., ser. 3,	14: 299-300
r104091	1998	Acta Phytotax. Sin.	36: 81, fig. 1
r104094	1993	Taxon	42: 528
r104095	1990	Bot. Mar.	33: 10, figs. 1-15
r104096	1990	Acta Bot. Neerl.	39: 94, figs. 1, 2
r156777	1989	Bot. Zhurn.	74: 1660, pl.
r151647	2002	Algologia	12: 363, pl. I: figs. 2, 3; pl. III
r151646	2002	Algologia	12: 362, pl. I: figs. 4-7
r155001	1994	Bot. Zhurn.	79{2}: 108, pl. [I]
r131960	1853	Tab. Phycol.	3: 14
r131959	1771	Spic. Fl. Lips.:	143
r131963	1804	Naturh. Reise Schweden:	104
r131966	1839	Sert. Patagon.:	4, pl. 4: fig. 1
r125978	1834	Flora	17: 741
r131975	1854	Verh. Zool.-Bot. Vereins Wien	4(Abh.): 328
r131977	1824	Fl. Veron.	3: 513
r131980	1805	Fl. Fran&cedil;., ed. 3,	2: 54
r125979	1753	Sp. Pl.	2: 1167
r131993	1824	Syst. Alg.:	118
r131994	1806	Catal. Bot.	3: 245
r131995	1797	Catal. Bot.	1: 181. pl. II: fig. 5
r131992	1800	Catal. Bot.	2: 213
r131988	1821	Nat. Arr. Brit. Pl.	1: 308
r131998	1842	Prodr. Gen. Phyc.:	15
r132007	1854	Verh. Zool.-Bot. Vereins Wien	4{Abh.}: 328
r104098	1806	Brit. Conferv.:	fasc. 11, pl. 80
r132001	1809	Brit. Conferv. Syn.:	48
r132009	1817	Fl. Crypt. Erlang.:	306
r132011	1753	Sp. Pl.	2: 1165
r125980	1816	Alg. Aquat.[exsicc.]	2, no. 8
r132035	1865	Essai Class. Alg. Guadeloupe:	35
r132028	1845	Phycol. Germ.:	202
r131961	1849	Sp. Alg.:	371
r125981	1851	Phyc. Cap.:	11
r132037	1816	Utkast Svensk Fl., ed. 3:	721
r132043	1920	Univ. Calif. Publ. Bot.	8: 221
r132050	1832	Deutschl. Fl.,	Abth. 2, 5{21}: species 5
r132044	1775	Fl. Aegypt.-Arab.:	XII
r125982	1778	Fl. Angl. ed. 2:	595
r132048	1797	Catal. Bot.	1: 185
r132051	1806	Catal. Bot.	3: 291
r132052	1809	Brit. Conf. Syn.:	66
r132053	1867	Fl. Finist&egrave;re:	127
r132054	1829	Hydrophytol. Neapol.	2: 11, pl. 100
r132055	1850	Alg. Ochot.:	205 [Tange Ochotsk. Meer.: 397]
r132056	1837	Ann. Sci. Nat. Bot., ser. 2,	8: 349
r132073	1806 (Jan.)	Neues J. Bot. [Schrader]	1{3}: 196
r105322	1804	Voy. Iles Afrique	1: 381; 2: 391, footnote
r105321	1819	Tent. Hydrophytol. Dan.:	139
r105287	1809	Brit. Conferv., Intr. & Syn.:	43, suppl. pl. B (pro parte)
r125983	1845	London J. Bot.	4: 295
r154494	1753	Sp. pl. 2:	1164
r104100	1804	Voy. mers Afrique	1: 381; 2: 161 adnot.
r104101	1809	Brit. Conferv., Intr. & Syn.:	67, suppl. pl. E
r105398	1783	Kongl. [Svenska] Vetensk. Acad. Nya Handl.	4: 84, pl. III: figs. 6, 7
r151102	1778	Fl. angl. ed. 2:	597
r124428	1806	Catal. Bot.	3: 208, pl. VI
r154495	1803	Conf.:	Fasc. 3, pl. 25
r132116	1803	Brit. Conf.:	expl. pl. 35
r132248	1806	Catal. Bot.	3: 219
r123744	1809	Brit. Conf.:	fasc. 15, pl. 105
r123737	1817	Syn. Alg. Scand.:	78
r132033	1913	Jahresber. Vereins Naturwiss. Braunschweig	17: 77
r132030	1843	Phycol. General.:	257
r132029	1836	Alg. Aq. Dulc. Germ.	15: [4]
r157443	1824	Syst.:	94
r125985	1807	Engl. Bot.	pl. 1741
r125986	1843	Phycol. General.:	260
r125988	1809	Brit. Conferv.:	81, pl. 107
r125989	1788	Nova Acta Acad. Sci. Imp. Petropol.	3: 96, pl. 2: fig. 10
r154496	1843	Linnaea	17(3): 268, pl. 9: fig. 9
r125991	1807	Brit. Conferv.:	fasc. 12, pl. 84
r132365	1805	Beitr. Naturk.	1: 182, 183
r154498	1753	Sp. pl. 2:	1166
r104102	1819	Tent. Hydrophytol. Dan.:	144, pl. 48: D
r104103	1801	J. Bot. [Schrader]	1800{1}: 334
r123720	1806	Catal. Bot.	3: 285
r125992	1846	Exploration scientifique de l'Alg&eacute;rie pendant les ann&eacute;es 1840, 1841, 1842 ... Sciences physiques. Botanique. Cryptogamie:	165-166
r125993	1813	Icones plantarum ... Florae danicae:	6, pl. MCCCCLXXXV [MCDLXXXV]
r104104	1768	Philos. Trans.	57: 425, pl. XVIII: figs. h, H
r123835	1800	Catal. Bot.	2: 214
r104105	1806	Cat. Bot.	3: 175
r104106	1806	Cat. Bot.	3: 315
r104107	1824	Syst. alg.:	99
r104108	1847	Fl. Antarct.:	493, pl. CXCII: fig. I
r133111	1822	Alg. aquat.	fasc. 12, no. 7
r139618	1850	Alg. Ochot.	212, no fig. [Tange Ochotsk. Meer. 404]
r104109	1842	Prodromus:	16
r132002	1824	Syst. Alg.:	102
r154499	1797	Cat. Bot.	1: 170, pl. 1: fig. 4
r105183	1834	J. Bot. [Hooker]	1: 157
r104110	1797	Cat. Bot.	1: 161
r125994	1802	Brit. Conferv.:	pl. 8
r105319	1777	Fl. Scot.:	976
r132038	1817	Syn. Alg. Scand.:	96
r133328	1775	Fl. Aegypt.-Arab.:	XXXVI
r125995	1774	Syst. Veg. ed. 13:	818
r125996	1753	Sp. Pl. 2:	1166
r133477	1809	Engl. Bot.	28: pl. 1996
r125997	1811	Engl. Bot.	pl. 2352
r104112	1824	Systema algarum:	99
r104113	1797	Cat. Bot.	1: 162, pl. I: fig. 3
r125998	1797	Cat. Bot.	178-179
r125999	1824	Syst. Alg.:	302
r105344	1851	Flora	34: 38
r105345	1800	Tent. Fl. Germ.	3: 514
r105348	1800	Catal. Bot.	2: 221
r105343	1797	Catal. Bot.	1: 193
r105325	1804	Voy. Iles Afrique	1: 381; 2: 352, footnote
r105326	1809	Brit. Conferv., Intr. & Syn.:	59, suppl. pl. D
r126000	1797	Cat. Bot.	196-197
r154501	1814	Eng. Bot.:	36, pl. 2578
r133112	1843	Phyc. gen.	260
r104114	1809	Brit. Conferv., Intr. & Syn.:	73, suppl. pl. F
r104115	1788	Nova Acta Acad. Sci. Imp. Petropol.	3: 94, pl. 2: figs 2, 3
r104116	1807	Bot. Bemerk. u. Bericht.:	216
r104117	1807	Ensayo sobre las Variedades de la Vid:	322
r126001	1809	Brit. Conferv.:	85, suppl. pl. G
r151961	1911	Botanical-biological studies of Lake Ladoga:	339, 482, pl. 11: fig. 4
r104118	1777	Fl. Scot.:	996
r104119	1807	Bot. Bemerk. u. Bericht.:	183
r105277	1802	Neue Beytr. Bot.	1: 334
r154502	1824	Syst.:	120
r104120	1780	Fl. Dan.	5{14}: 6, pl. 820
r156618	1817	Bibliot. Ital. [Milano]	7: 420, fig. III
r104121	1806	Cat. Bot.	3: 170
r158883	1804	Eng. Bot.:	pl. 1378
r126002	1841	Mem. Reale Accad. Sci. Torino, ser. 2,	4(Cl): 155
r104122	1797	Cat. Bot.	1: 199, pl. V: fig., 4
r143894	1805	Fl. franc., ed. 3	2: 55
r126003	1762	Fl. Angl.:	484
r143893	1809	Conf. Syn.:	49
r157338	1798	Arch. Bot. (R&ouml;mer)	1{3}: 48
r126004	1817	Algae aquaticae ...:	fasc. 5: no. 8
r126005	1824	Syst. Alg.:	114
r158732	1824	Syst. alg.:	114
r158437	1809	Conf. Syn.:	84, suppl. pl. G
r158440	1809	Conf. Syn.:	86, suppl. pl. G
r104123	1805	Brit. Conferv.:	fasc. 6, pl. 49
r126006	1840	Flora	23: 294
r133114	1817	Algae aquaticae ...:	fasc. 5: no. 9
r148817	1782	Fl. Dan.	5{15}: 5, pl. DCCCII
r104124	1800	Cat. Bot.	2: 188
r126007	1780	Icones plantarum ... Florae danicae:	7, pl. 828
r126008	1809	Brit. Conferv.:	73, suppl. pl. F
r132209	1806	Catal. Bot.	3: 192
r104125	1768	Philos. Trans.	57: 425, pl. XVIII: figs. e, E
r154503	1753	Sp. pl. 2:	1165
r105383	1833	Alg. Aq. Dulc. Germ.	4: [3]
r105380	1753	Sp. Pl.:	1164
r105384	1872	Mem. Reale Ist. Veneto Sci. Lett. ed Arti	17: 151
r139634	1795	Coloured Figures of Marine Plants:	[13], pl. [4;] fig. 2
r126009	1762	Fl. Angl.:	485
r104127	1797	Cat. Bot.	1: 176, pl. II: fig. 3
r123828	1762	Fl. Angl.:	486
r104128	1816	Alg. aquat.:	fasc. 1, no. 5.
r104129	1807	Brit. Conferv.:	fasc. 13, pl. 92
r154504	1800	Cat. Bot.	2: 199
r140064	1817	Alg. aquat.	fasc. 3, no. 8
r123622	1833	Alg. Aq. Dulc. Germ.	2: [4]
r126010	1753	Sp. Pl.:	1167
r105346	1806	Catal. Bot.	3: 237
r123625	1824	Syst. Alg.:	108
r126011	1834	J. Bot. [Hooker]	1: 304
r126012	1843	Phycol. General.:	259
r126013	1811	Engl. Bot.:	33, pl. 2351
r105174	1812	Engl. Bot.	33: pl. 2312
r133478	1797	Catalecta Bot.	1: 164
r126015	1842	Prodromus generum specierumque phycearum novarum, in itinere ad polum antarcticum ... collectarum ...:	15
r105298	1853	Verh. Zool.-Bot. Ver. Wien	2{Sitzungsber.}: 18
r140065	1827	Flora	10: 636
r104131	1809	Brit. Conferv.:	fasc. 16, pl. 106
r126016	1821	Verhandlungen der Gesellschaft Naturforschender Freunde zu Berlin	1: 178, pl. V: figs. 2-5 (in part), 6
r126017	1809	Brit. Conferv.:	pl. 109
r105272	1800	Tent. Fl. Germ.	3: 506
r123740	1809	Brit. Conf.:	46, suppl. pl. B
r105273	1824	Syst. Alg.:	94
r158977	1797	Catalecta botanica	1: 203, pl. V: fig. 5
r104132	1808	Engl. Bot.	26: pl. 1838
r123851	1797	Catal. Bot.	1: 188, pl. III: fig. 6
r123850	1796	Arr. Brit. Pl. ed. 3,	4: 132
r104133	1797	Cat. Bot.	1: 159
r154505	1824	Syst.:	99
r104136	1806	Cat. Bot.	3: 228
r123749	1808	Engl. Bot.	27: pl. 1930
r132249	1812	Disp. Alg.	3: 33
r140066	1816	Alg. aquat.	fasc. 2, no. 6
r105347	1847	Deutschl. Krypt.-Fl.	2{2}: 110
r126019	1805	Brit. Conferv.:	pl. 48
r104137	1805	Brit. Conferv.:	fasc, 6, pl. 45
r126020	1840	Linnaea	14: 179-180, pl. II
r104138	1802	Brit. Conferv.:	fasc. 2, pl. 20
r154506	1809	Conf. Syn.:	44, suppl. pl. B
r126023	1778	Icones plantarum ... Florae danicae:	7, pl. 771(2)
r126024	1849	A manual of the British marine algae ...:	208
r126025	1753	Sp. Pl. 2:	1165
r126026	1857	Ceylon algae:	no. 97
r126027	1809	Brit. Conferv.:	40, suppl. pl. A
r104139	1824	Syst. alg.:	100
r126028	1804	Naturhistorische Reise durch einen Theil Schwedens:	194-195, pl. 3: fig. 2
r126029	1824	Syst. Alg.:	120
r139709	1850	Alg. Ochot.	211, no fig. [Tange Ochotsk. Meer. 403]
r104140	1837	Linnaea	11: 442
r151832	1820	Icon. alg. ined.	1: pl. IX
r154507	1808	Conf.:	14, pl. 96
r105614	1809	Brit. Conferv., Intr. & Syn.:	46, suppl. pl. B
r105615	1824	Syst. Alg.:	90
r105327	1817	Syn. Alg. Scand.:	73
r123731	1797	Catal. Bot.	1: 197, pl. IV: fig. 6; pl. V: fig. 1
r104141	1801	J. Bot. [Schrader]	1800{1}: 335
r126030	1841	Ann. Mag. Nat. Hist.	8: 90
r152136	1762	Flora anglica:	481
r126032	1778	Fl. Angl. ed. 2:	602
r154508	1806	Cat. Bot.	3: 277
r105281	1850	Ann. Sci. Nat. Bot., ser. 3,	14: 303
r105283	"1779 (""1778"")"	Fl. Fran&cedil;.	1: (101)
r105280	1771	Fl. Carniol., ed. 2,	2: 407
r105279	1815	Annus Bot.:	125, pl. 6: figs. 5, 6, 8
r105285	1801	Fl. Fran&cedil;.	1: (101)
r105316	1809	Brit. Conferv., Intr. & Syn.:	45, suppl. pl. B
r154509	1809	Conf. Suppl.:	60, suppl. pl. D
r132239	1819	Tent. Hydrophytol. Dan.:	164
r123848	1841	Viaggio del Re Federico Augusto di Sassonia:	239
r123843	1809	Brit. Conf.:	57, suppl. pl. C (p.p.)
r123847	1833	Fl. Crypt. Germ.	2: 41
r140067	1822	Alg. aquat.	fasc. 12, no. 2
r126033	1824	Syst. Alg.:	104
r131967	1839	Fl. Boliv.:	5
r132032	1878	Alg. Schles.:	80
r104143	1809	Conf. Syn.	70, suppl. pl. F
r105275	1805	Fl. Fran&cedil;., ed. 3,	2: 57
r105271	1788	Nova Acta Acad. Sci. Imp. Petropol.	3: 91, figs. 4-7
r126035	1762	Fl. Angl.:	483
r139722	1806	Cat. Bot.	3: 271
r104144	1817	Syn. Alg. Scand.:	87
r132262	1807	Brit. Conf.:	expl. pl. 88
r157336	1798	Arch. Bot. (R&ouml;mer)	1{3}: 49
r104145	1775	Fl. Dan.	4{11}: 8, pl. 660: fig. 2
r126036	1809	Brit. Conferv.:	72, suppl. pl. F
r132373	1805	Beitr. Naturk.	1: 325
r104146	1768	Philos. Trans.	57: 425, pl. XVIII: figs. g, G, G1
r104147	1843	Phyc. gen.:	261
r126037	1797	Catal. Bot.	1: 182, pl. III: fig. 2
r131996	1806	Catal. Bot.	3: 248
r105602	1812	Disp. Alg. Suec.:	31
r140068	1824	Alg. aquat.	fasc. 19, no. 4.
r123838	1809	Brit. Conf. Syn.:	suppl. pl. C (p.p.)
r123741	1821	Nat. Arr. Brit. Pl.	1: 314
r126039	1802	Brit. Conferv.:	pl. 18
r126040	1842	Alg. Medit.:	13
r133479	1797	Catalecta Bot.	1: 186, pl. 3: fig. 4
r126041	1840	Flora	23: 296
r104149	1753	Syst. Pl.	4: 589
r126042	1824	Syst. Alg.:	97-98
r126043	1806	Cat. Bot.	216
r123745	1819	Tent. Hydrophytol. Dan.:	142
r132060	1806	Gen. Syst. Nat.	6: 1809
r105600	1806	Catal. Bot.	3: 298
r104150	1820	Hor. Phys. Berol.:	5
r154510	1753	Sp. pl. 2:	1167
r104151	1806	Catal. Bot.	3: 179
r104152	1850	Alg. Ochot.:	208
r126044	1831	Flora	14: 685-686
r155509	1753	Sp. pl.	2: 1165
r158887	1850	Alg. Ochot.:	212 [Tange Ochotsk. Meer. 404], no fig.
r126045	1804	Naturhistorische Reise durch einen Theil Schwedens:	195, pl. 3: fig. 3
r104153	1772	Fl. norveg.	2: 116
r105365	1792	Exerc. Phytol.:	607
r105354	1775	Fl. Dan.	4{11}: 7, pl. 651(1)
r154511	1778	Fl. ang. II:	599
r126046	1775	Flora aegyptiaco-arabica ... Post mortem auctoris edidit Carsten Niebuhr:	188
r104154	1807	Bot. Bemerk. u. Bericht.:	199
r126047	1809	Brit. Conferv.:	69, suppl. pl. E
r126048	1803	Ark. Bot.	3: 17
r105324	1824	Syst. Alg.:	105
r126050	1762	Fl. Angl.:	480
r104155	1804	Brit. Conferv.:	fasc. 5, pl. 40
r104156	1803	Crypt. Aquat.:	12
r104158	1806	Cat. Bot.	3: 182
r105350	1803	Crypt. Aquat.:	23
r152000	1810	Eng. Bot.:	31, pl. 2205
r139711	1762	Fl. angl.	480
r104159	1822	Alg. Aquat.,	fasc. 13: no. 6
r126051	1805	Brit. Conferv.:	6: pl. 46
r104160	1843	Saggio:	61
r105357	1792	Syst. Nat., ed. 13,	2: 1395
r105339	1824	Syst. Alg.:	121
r147326	1837	Pl. Crypt. Ard.	IV: 397
r104161	1800	Trans. Linn. Soc. [London]	5: 169, pl. 7
r105603	1797	Catal. Bot.	1: 191, pl. IV: fig. 3
r104162	1797	Cat. Bot.	1: 160, pl. 1: fig. 1
r126053	1847	London J. Bot.	6: 416
r105599	1867	Fl. Finist&egrave;re:	125
r105596	1797	M&eacute;m. Conferva et Byssus:	37
r105598	1806	Engl. Bot.	22: pl. 1556
r105597	1797	Catal. Bot.	1: 166, pl. V: fig. 3
r105292	1808	Ann. Mus. Hist. Nat. [Paris]	12: 181
r126054	1777	Fl. Scot.:	984
r105286	1812	Disp. Alg. Suec.	3: 30
r105276	1788	Nova Acta Acad. Sci. Imp. Petrop.	3: 95, pl. 2: figs. 6-9
r104164	1778	Fl. Angl. ed. 2:	603
r105320	1778	Fl. Angl., ed. 2:	592
r105323	1797	Catal. Bot.	1: 190, pl. 4: fig. 1
r126055	1824	Syst. Alg.:	119
r139723	1816	Fl. Dan., vol. 9, fasc. 26:	6, pl. MDXLVII
r123747	1809	Brit. Conf.:	fasc, 15, pl. 102
r104165	1804	Naturh. Reise Schweden:	97, pl. 1: fig. 7
r148826	1866	Description des plantes fossiles du Bassin de Paris:	17, pl. 1: fig. 1
r104169	1986	Bull. Fac. Fish. Hokkaido Univ.	37: 287, figs. 1-16
r104172	1994	Krasnye vodorosli dal'nevostochnykh morej Rossii:	162
r105169	2005	Algae	20: 276
r131981	1803	Hist. Conferv.:	70. pl. V: fig. 4
r158118	1891	Rev. Gen. Pl.	2: 889
r157376	1811	Disp.	2: 26
r104174	1803	Hist. Conferv.:	76, pl. VII: fig. 3
r158135	1891	Rev. Gen. Pl.	2: 890, pl. 5 in Dillwyn, British Confervae. 1802
r143899	1803	Hist. conf.:	71, pl. 6: fig. 1
r157383	1812	Disp.	3: 28
r158147	1891	Rev. Gen. Pl.	2: 890
r143895	1812	Disp.:	27
r155107	1980	Palaeontographica, Abt. B, Pal&auml;ophytol.	172: 46
r104177	1974	Mem. Nanking Inst. Geol. & Palaeontol.	5: 11, pl. IV: fig. 2; pl. VII: fig. 3
r104178	1974	Mem. Nanking Inst. Geol. & Palaeontol.	5: 11, pl. IV: fig. 1
r104179	1977	Geophytology	7: 140, pl. 1: fig. 2 (p.p.)
r139206	1901	Zoe	5: 127, no fig.
r142243	1906	Nuova Notarisia	17: 172, no fig.
r126057	1885	Bull. Soc. Bot. France	32: 18-19, figs. 1, 2
r126058	1845	Bot. Zeit.	3: 289
r130553	2009	Eur. J. Phycol.	44: 482
r130549	2009	Eur. J. Phycol.	44: 479, figs. 1-14
r143316	2014	Phytotaxa	191: 118, figs. 2-31
r104183	2001	Phycologia	39: 377, figs. 2-20
r123280	2008	J. Phycol.	44: 1062, figs. 1-4, 8a,b, 9b
r131406	2010	J. Phycol.	46: 164, figs.1-4
r150113	2015	Harmful Algae	46: 21, figs. 2A, 3
r150112	2015	Harmful Algae	46: 22, figs. 2B, 4
r104184	1995	J. Phycol.	31: 999, figs. 7-12
r140069	1922	Philippine J. Sc.	21: 223, pls. 1-4
r138084	2013	J. Phycol.	49: 107
r132177	1816	Hist. Polyp. Corall.:	249
r151263	1902	Minn. Bot. Stud.	2: 720, pl. LV: fig. 3; pl. LVI: figs. 18, 19
r126059	1858	Tab. Phycol.	8: 40
r154512	1843	Phyc. gen.:	388
r104185	1815	M&eacute;m. Mus. Hist. Nat. [Paris]	2: 238
r132166	1766	Elench. Zooph.:	430
r123583	1869	Trait&eacute; Pal&eacute;ontol. V&eacute;g.	1: 179
r139207	1949	Allan Hancock Found. Publ., Occas. Pap.	8: 6, figs. 15, 16, 52, 53
r126060	1849	Ner. Austral.:	103
r126061	1849	Species algarum:	709
r130298	2009	J. Phycol.	45: 290
r126062	1905	J. Coll. Sci. Imp. Univ. Tokyo	20{12}: 30
r126063	1858	Tab. Phycol.	8: 30, pl. 61: fig. II
r126064	1815	M&eacute;m. Mus. Hist. Nat. [Paris]	1: 240
r126066	1815	M&eacute;m. Mus. Hist. Nat. [Paris]	1: 234-235
r158882	1898	Phycoth. Bor.-Amer.:	500
r121962	1840	Ill. Alg.:	20, pl. XL: figs. 104, 109, 110
r126067	1816	Histoire des polypiers corallig&egrave;nes flexibles, vulgairement nomm&eacute;s zoophytes:	289: pl. X: fig. 3
r126068	1858	Tab. Phycol.	8: 37
r126069	1786	The natural history of many curious and uncommon zoophytes, collected from various parts of the globe by the late John Ellis ... Systematically arranged and described by the late Daniel Solander ...:	124, pl. 21: fig. e
r126070	1816	Histoire des polypiers corallig&egrave;nes flexibles, vulgairement nomm&eacute;s zoophytes:	286-287, pl. IX: fig. 8
r126071	1852	Sp. Alg.	572
r132087	1858	Tab. Phycol.	8: 33
r104186	1786	Nat. Hist. Zooph.:	114, pl. 22: fig. 4
r138088	2013	J. Phycol.	49: 108
r126072	1902	J. Coll. Sci. Imp. Univ. Tokyo	16{3}: 25, pl. III: figs. 1-3; pl. VII: figs. 3, 4
r142344	1949	J. Paleontol.	23: 197, pl. 39: fig. 4
r138094	1786	Nat. Hist. Zoophytes:	119
r126073	1815	M&eacute;m. Mus. Hist. Nat. [Paris]	1: 238
r126074	1858	Tab. Phycol.	8: 38
r140070	1964	Beih. Nova Hedwigia	13: 44, pl. 35: fig. B
r126075	1815	M&eacute;m. Mus. Hist. Nat. [Paris]	1: 234
r121932	1849	Sp. Alg.:	707
r126076	1858	Tab. Phycol.	8: 29, pl. 60: fig. II
r126077	1786	The natural history of many curious and uncommon zoophytes, collected from various parts of the globe by the late John Ellis ... Systematically arranged and described by the late Daniel Solander ...:	124-125, pl. 24
r126078	1758	Systema naturae per regna tria naturae ... Editio decima ...:	806
r121930	1840	Ill. Alg.:	20: pl. XL: fig. 103
r126079	1816	Histoire des polypiers corallig&egrave;nes flexibles, vulgairement nomm&eacute;s zoophytes:	288, pl. X: fig. 1
r151264	1899	Phyc. Bor.-Amer.:	650
r151265	1945	Allan Hancock Pacific Exped.	12: 200, pl. 6
r140071	1952	Allan Hancock Pacific Exped.	17(1): 130
r158761	1907	Phyc. Bor.-Amer.:	1450
r126080	1905	Sylloge algarum ... Vol. IV. Florideae. Sectio IV:	1846
r123581	1869	Trait&eacute; Pal&eacute;ontol. V&eacute;g.	1: 178
r140072	1887	Troms&oslash; Mus. Aarsh.	10: 175, pl. I.
r126081	1768	Philosophical Transactions [Royal Society of London]	57: 408, pl. XVII: figs. 20-27
r104187	1858	Tab. phycol.	8: 37, pl. 79: fig. I; pl. 86: fig. IV
r140073	1952	Allan Hancock Pacific Exped.	17(1): 123, pl. 9: fig. 5
r126082	1786	The natural history of many curious and uncommon zoophytes, collected from various parts of the globe by the late John Ellis ... Systematically arranged and described by the late Daniel Solander ...:	112-113, pl. 21: fig. g; pl. 22: fig. 9
r150205	1905	Syll. Alg.	5: 1851
r126083	1786	The natural history of many curious and uncommon zoophytes, collected from various parts of the globe by the late John Ellis ... Systematically arranged and described by the late Daniel Solander ...:	115, pl. 22: fig. 6
r126084	1943	Biol. Meddel. Kongel. Danske Vidensk. Selsk.	19{1}: 22-25, figs. 7, 8
r138090	2013	J. Phycol.	49: 109
r136899	2012	J. Phycol.	48: 864
r126085	1796	Fortsetzungen der Pflanzenthiere ... Erster Theil:	pl. Corallina XII
r126086	1899	Hedwigia	38: 51
r126087	1858	Tab. Phycol.	8: 42, pl. 86: fig. V
r126088	1863	Phycol. Austral.:	xxix
r104188	1786	Nat. Hist. Zooph.:	114, pl. 22: fig. 1
r126090	1786	The natural history of many curious and uncommon zoophytes, collected from various parts of the globe by the late John Ellis ... Systematically arranged and described by the late Daniel Solander ...:	113, pl. 22: fig. 2
r126091	1758	Systema naturae per regna tria naturae ... Editio decima ...:	805
r144397	1903	Univ. Calif. Publ. Bot.	1: 366
r126092	1858	Tab. Phycol.	8: 32
r126093	1858	Tab. Phycol.	8: 32, pl. 66: fig. III
r126095	1786	The natural history of many curious and uncommon zoophytes, collected from various parts of the globe by the late John Ellis ... Systematically arranged and described by the late Daniel Solander ...:	118, pl. 21: figs. a, A
r126096	1824	Voyage autour du monde ... ex&eacute;cut&eacute; sur les corvettes de S.M. l'Uranie et la Physicienne, pendant les ann&eacute;es 1817, 1818, 1819 et 1820:	626
r105204	1786	Nat. Hist. Zoophytes:	127, pl. 7: figs. 5-8; pl. 25: fig. 1
r126098	1816	Histoire des polypiers corallig&egrave;nes flexibles, vulgairement nomm&eacute;s zoophytes:	289-290
r126099	1840	Ill. Alg.:	20, pl. XL: fig. 101
r139208	1953	Allan Hancock Pacific Exped.	17: 124
r151266	1953	Allan Hancock Pacific Exped.	17{1}: 125, pl. 9: figs. 14-20; pl. 30: fig. 1
r126100	1849	Species algarum:	705
r126101	1862	Notes sur l'i\*^le de R&eacute;union (Bourbon). Annexe O:	18, pl. XXV: fig. 2
r139210	1953	Allan Hancock Pacific Exped.	17: 131, pl. 9: fig. 6; pl. 29: fig. 2
r123210	1816	Hist. Polyp. Corall.:	291, pl. X: fig. 5
r126102	1858	Tab. Phycol.	8: 39
r126103	1880	Fragmenta phytographiae Australiae ...:	21
r123590	1869	Trait&eacute; Pal&eacute;ontol. V&eacute;g.	1: 180
r126106	1843	Phycol. General.:	388
r104189	1815	M&eacute;m. Mus. Hist. Nat. [Paris]	2: 235
r126108	1786	The natural history of many curious and uncommon zoophytes, collected from various parts of the globe by the late John Ellis ... Systematically arranged and described by the late Daniel Solander ...:	115, pl. 22: fig. 3
r104191	1996	Fl. Vodor.-Makrofit. Tatarsk. Proliva:	168, 272, fig. 134
r126109	1824	Voyage autour du monde ... ex&eacute;cut&eacute; sur les corvettes de S.M. l'Uranie et la Physicienne, pendant les ann&eacute;es 1817, 1818, 1819 et 1820:	625, pl. 95: figs. 11, 12
r124085	1788	Nye Saml. Kongel. Norske Vidensk. Selsk. Skr.	2: 352, fig. 4
r123222	1758	Syst. Nat., ed. 10,	1: 806
r126110	1815	M&eacute;m. Mus. Hist. Nat. [Paris]	1: 239
r126111	1786	Nat. Hist. Zooph.:	119, pl. 21: figs. b, B
r126112	1858	Tab. Phycol.	8: 41, pl. 85: fig. II
r134243	1840	Ill. Alg.	20, pl. XL: figs. 100, 105-108
r126114	1786	The natural history of many curious and uncommon zoophytes, collected from various parts of the globe by the late John Ellis ... Systematically arranged and described by the late Daniel Solander ...:	111, pl. 20: fig. e
r126115	1902	J. Coll. Sci. Imp. Univ. Tokyo	16{3}: 26-27, pl. III: figs. 7, 8; pl. VII: fig. 8
r126116	1902	J. Coll. Sci. Imp. Univ. Tokyo	16{3}: 27, pl. III: fig. 9; pl. VII: fig. 9
r139211	1902	Minn. Bot. Stud.	2: 719, pl. LIV: fig. 3; pl. LV: figs. 1, 2; pl. LVI: figs. 16, 17
r126118	1874	J. Mus. Godeffroy [Hamburg]	3: 42
r147018	2015	J. Phycol.	51: 459, figs. 2-4
r123584	1850	Gen. & Sp. Pl. Foss.:	24
r123589	1866	Description des plantes fossiles du Bassin de Paris:	27, pl. 5: figs. 2, 3
r123587	1866	Description des plantes fossiles du Bassin de Paris:	26, pl. 5: fig. 1
r123591	1852	Foss. Fl. U\*:bergangsgebirgen:	unknown pagination
r156316	1881	Bull. Soc. G&eacute;ol. France, ser. 3,	7: 663
