ID	year	source	details
r147082	1994	Bull. Natl. Sci. Mus., Tokyo, Ser. B (Bot.),	20: 6, figs. 7, 8, pl. 2:1-4
r153745	2016	Nova Hedwigia	103: 451, fig. 11
r107568	1989	Acta Hydrobiol. [Krak&oacute;w]	31: 28
r153744	2016	Nova Hedwigia	103: 451, figs. 2a,b, 21
r107569	1989	Acta Hydrobiol. [Krak&oacute;w]	31: 31, figs. 7, 8
r107571	1985	Taxon. Econ. Seaweeds	[1]: 37, figs. 1-6
r107572	1936	Nippon Kaiso Shi:	592 (key), 594
r126634	1928	Siboga-Exped. Monogr.	59d: 421, pl. XIII: fig. 1
r124444	1885	Alg. Syst.	4: 86
r107573	1913	Trans. Linn. Soc. London, Bot.	8: 115, pl. 12: fig. 2
r126635	1878	Nuovo Giorn. Bot. Ital.	10: 36
r126636	1928	Siboga-Exped. Monogr.	59d: 421, pl. XIV: fig. 3
r126637	1917	Proc. Amer. Acad. Arts & Sci.	53: 106
r107873	1854	Nova Acta Regiae Soc. Sci. Upsal., ser. 3,	1: 349
r126638	1926	Vid. Meddel. Dansk Naturh. For. K&oslash;benhavn	81: 136
r107575	1847	&Ouml;fvers. K. [Svenska] Vet. Akad. F&ouml;rh.	4: 16
r126640	1852	Sp. Alg.	2: 625
r126641	1943	Biol. Meddel. Kongel. Danske Vidensk. Selsk.	19{1}: 46, fig. 18
r107576	1895	Bot. Jahrb. Syst.	21: 150
r107577	1988	Taxon. Econ. Seaweeds	2: 214, fig. 7
r142292	1924	Proc. Calif. Acad. Sci. IV,	12: 748, pl. 25: fig. 42; pls. 65, 66
r126643	1892	Anal. Cont.	28{6}: 122-123
r107578	1988	Taxon. Econ. Seaweeds	2: 193, figs. 5B, 24C, 28
r126644	1928	Siboga-Exped. Monogr.	59d: 410-411, figs. 161, 162
r126645	1928	Monogr. Siboga-Exped.	59: 413
r126646	1854	Nova Acta R. Soc. Sci. Upsal.,	ser. 3, 1: 348-349
r126647	1943	Biol. Meddel. Kongel. Danske Vidensk. Selsk.	19{1}: 48-49, fig. 20
r107579	1996	Univ. Calif. Publ. Bot.	79: 332
r107580	1988	Taxon. Econ. Seaweeds	2: 198
r126648	1936	Scientific Papers of the Institute of Algological Research, Faculty of Science, Hokkaido Imperial University	1: 125-126, 128-130, figs. 8, 9, pls. 26, 27
r107581	1988	Taxon. Econ. Seaweeds	2: 188, figs. 2, 7B, 24E, 25-27
r126649	1895	Bot. Jahrb.	21: 139, 152-153
r107582	1970	Phycologia	8: 215, figs. 1-7
r126651	1852	Sp. Alg.	2: 628
r126652	1943	Biol. Meddel. Kongel. Danske Vidensk. Selsk.	19{1}: 49-51, figs. 21, 22
r107583	1943	K. Danske Vid. Selsk. Biol. Meddel.	19{1}: 50, figs. 21, 22
r107584	1895	Bot. Jahrb. Syst.	21: 151
r142477	1924	Proc. Calif. Acad. Sci., ser. 4,	12: 749, pls. 67, 68
r158950	2019	Phycologia	58: 55
r157144	2017	J. Eukaryotic Microbiology	65: 208, figs. 3, 4A-C
r107586	1999	Iconographia Diatomologica	6: 45
r143669	2012	Diatom Res.	27: 77, figs. 1-8, 26-33
r107588	1999	Iconographia Diatomologica	6: 46
r159041	2015	Iconographia Diatomologica	26:
r152712	1924	Bacillariaceen-Vegetation des Sarekgebirges:	549, pl. 17: figs. 8,9
r154635	1969	Great Lakes Research Division Special Report	47: 70
r107592	1999	Iconographia Diatomologica	6: 46, pl. 7: figs. 4, 5; pl. 8
r138478	2013	Algol. Studies	141: 30, figs. 1-37
r107593	1999	Iconographia Diatomologica	6: 48
r123693	1932	Ark. Bot.	25A(4): 42
r107595	1932	Ark. Bot.	25A{4}: 41
r126654	1849	Species algarum:	770
r126657	1895	Sylloge algarum ... Vol. III. Fucoideae:	404-405
r126658	1940	Lunds Univ. &Aring;rsskr., N.F., Avd. 2,	36{9}: 31-32, pl. 5: fig. 13
r107598	2004	Hydrobiologia	512: 186, fig. 1, pl. I: 1
r107599	2004	Hydrobiologia	512: 188, fig. 2, pl. I: 2
r107600	2004	Hydrobiologia	512: 188, fig. 3, pl. I: 3
r107977	1882	Lunds Univ. &Aring;rsskr. 17	(Afd. Math. och Naturvitensk. 4): 31
r141838	1964	J. Protozool.	11: 329, no fig.
r107602	1933	J. Linn. Soc. [London], Bot.	49: 369, fig. 3, pl. 28: figs. 2, 12, 13
r107603	2001	Eur. J. Phycol.	36: 28
r122571	2008	Eur. J. Phycol.	43: 325
r122572	1964	J. Protozool.	11: 323, figs. 11, 12
r144833	2012	J. Eukaryotic Microbiology	59: 10
r149318	2015	Journal of Eukaryotic Microbiology	63: 12, figs. 1, 2, 4
r144832	2012	J. Eukaryotic Microbiology	59(1): 10, figs. 1-27, 29-34
r107941	1956	&Ouml;sterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber., Abt. I,	165: 565, fig. 35
r133524	1937	Cytologia, Fujii Jub. Vol.:	243
r133525	1883	Untersuch. Bot. Inst. T&uuml;bingen	1: 309, pl. 2: fig. 10
r156986	1924	Rev. Alg.	1: 242, pl. IV: figs. I-III
r152219	1891	SitzBer. K. B&ouml;hm. Ges. Wiss., Math.-Naturw. Cl.	1891: 364
r107604	1886	Euglenac.-Fl. Stralsund [Programm Realgymn. Stralsund]:	9, fig. 11b
r153541	1986	Acta Hydrobiol. Sinica	10: 69, fig. 1a,b
r107959	1956	&Ouml;sterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber., Abt. I,	165: 573
r107952	1956	&Ouml;sterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber., Abt. I,	165: 571, fig. 50
r107944	1956	&Ouml;sterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber., Abt. I,	165: 567, fig. 40
r107921	1956	&Ouml;sterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber., Abt. I,	165: 556, fig. 10
r107925	1956	&Ouml;sterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber., Abt. I,	165: 557, fig. 14
r107924	1956	&Ouml;sterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber., Abt. I,	165: 557, fig. 13
r107966	1956	&Ouml;sterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber., Abt. I,	165: 557
r107922	1956	&Ouml;sterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber., Abt. I,	165: 556, fig. 11
r143626	2008	J. Jap. Bot.	83: 215
r107923	1956	&Ouml;sterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber., Abt. I,	165: 556, fig. 12
r107981	1987	Acta Hydrobiol. Sin.	11: 357, 364, fig. 1 a-e
r134801	1995	Chin. J. Oceanol. Limnol.	13: 348, fig. 1: 1
r123601	1921	Proc. Linn. Soc. New South Wales	46: 118
r134152	1926	Arch. Protistenk.	54: 160, text-fig. D, c
r133526	1928	Arch. Protistenk.	60: 334, pl. 10: figs. 3, 4
r133527	1928	Arch. Protistenk.	60: 334
r107605	1992	Nordic J. Bot.	12: 609
r107606	1996	Acta Phytotax. Sin.	34: 112, fig. 1: 1, 2
r107964	1956	&Ouml;sterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber., Abt. I,	165: 578, fig. 65
r133528	1944	Trans. Amer. Microscop. Soc.	63: 108, [pl. I]: fig. 7
r107607	1994	Arch. Hydrobiol. Suppl.	102 (Algol. Stud. 72): 75, pl. I: fig. 5a
r107963	1956	&Ouml;sterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber., Abt. I,	165: 575, fig. 60
r107608	1996	Acta Phytotax. Sin.	34: 113, fig. 1: 6
r141681	1999	Flora Algarum Sinicarum Aquae Dulcis. Tomus VI. Euglenophyta:	260, pl. XXIV: figs. 11-13
r107609	1994	Nova Hedwigia	58: 247
r107987	2003	Protist	154: 101
r107610	1886	Euglenac.-Fl. Stralsund [Programm Realgymn. Stralsund]:	13, fig. 15
r134150	1925	Bull. Soc. Bot. France	71: 1119, text-fig. 7
r107611	1996	Acta Phytotax. Sin.	34: 114, fig. 1: 3
r130302	1951	Bull. Soc. Bot. France	98: 143, figs. A-G
r156989	1947	Tr. Krymsk. s.-ch. Inst.	2: 256, figs. 1, 4, 17, 18
r156996	1925	Beih. Bot. Centralbl.	41, Abt. II: 312, no fig.
r107942	1956	&Ouml;sterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber., Abt. I,	165: 566, fig. 37
r107933	1956	&Ouml;sterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber., Abt. I,	165: 562, fig. 25
r107955	1956	&Ouml;sterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber., Abt. I,	165: 572, fig. 53
r133529	1948	Symb. Bot. Upsal.	9{3}: 189, pl. XXII: figs. 2-5
r107937	1956	&Ouml;sterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber., Abt. I,	165: 563, fig. 29
r151420	1947	Trans. Amer. Micr. Soc.	66: 94, figs. I-V
r107938	1956	&Ouml;sterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber., Abt. I,	165: 563, fig. 30
r153542	1986	Acta Hydrobiol. Sinica	10: 69, fig. 1c-f
r107988	1953	Arch. Mikrobiol.	18: 158, fig. 9
r107958	1956	&Ouml;sterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber., Abt. I,	165: 573, fig. 56
r123600	1883	Untersuch. Bot. Inst. T&uuml;bingen	1: 304
r139821	2013	Polish Botanical Journal	58: 751
r107613	1993	Arch. Protistenk.	143: 173, figs. 1-10
r107946	1956	&Ouml;sterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber., Abt. I,	165: 567, fig. 42
r107957	1956	&Ouml;sterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber., Abt. I,	165: 572, fig. 55
r107614	1910	Kryptogamenfl. Mark Brandenburg	3: 498
r153543	1986	Acta Hydrobiol. Sinica	10: 69, fig. 1g-j
r107934	1956	&Ouml;sterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber., Abt. I,	165: 562, fig. 26
r141680	1999	Flora Algarum Sinicarum Aquae Dulcis. Tomus VI. Euglenophyta:	260, pl. XXI: figs. 1, 2
r133531	1953	Genus Euglena:	119
r144007	1948	Symb. Bot. Upsal.	9{3}: 185, pl. XXI: figs. 10-13
r107951	1956	&Ouml;sterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber., Abt. I,	165: 571, fig. 49
r107915	1956	&Ouml;sterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber., Abt. I,	165: 553, fig. 2
r107935	1956	&Ouml;sterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber., Abt. I,	165: 562, fig. 27
r107936	1956	&Ouml;sterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber., Abt. I,	165: 563, fig. 28
r131412	1931	Trudy Sredne-Aziat. Gosud. Univ. [Tashkent], Geogr.	9: 76, pl. 2: fig. 14
r107928	1956	&Ouml;sterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber., Abt. I,	165: 559, fig. 19
r138477	1956	Nova Acta Leopoldina N.F.	18 {125}: 98, fig. 25
r107927	1956	&Ouml;sterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber., Abt. I,	165: 558, fig. 17
r133532	1898	Bot. Centralbl.	76: 152
r107932	1956	&Ouml;sterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber., Abt. I,	165: 561, fig. 24
r155127	1925	Kosmos	50: 192
r107954	1956	&Ouml;sterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber., Abt. I,	165: 571, fig. 52
r107940	1956	&Ouml;sterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber., Abt. I,	165: 565, fig. 34
r107916	1956	&Ouml;sterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber., Abt. I,	165: 554, fig. 3
r107914	1956	&Ouml;sterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber., Abt. I,	165: 553, fig. 1
r107926	1956	&Ouml;sterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber., Abt. I,	165: 558, fig. 16
r107615	1840	Ber. K. Akad. Wiss. Berlin	1840: 200
r107616	1886	Euglenac.-Fl. Stralsund [Programm Realgymn. Stralsund]:	12
r107617	1886	Euglenac.-Fl. Stralsund [Programm Realgymn. Stralsund]:	12, fig. 13
r107991	1846	Kl. Beitr. Naturgesch. Infus.:	17, pl. I: fig. II
r107982	1987	Acta Hydrobiol. Sin.	11: 357, 364, fig. 1 f
r156991	1966	Flora plantarum cryptogamarum URSS. Vol VIII. Euglenophyta. Fasc. 1 Gen. Trachelomonas, Strombomonas, Eutreptia, Euglena:	1-410
r156994	1921	Proc. Linn. Soc. N.S.W.	46: 119, pl. III: fig. 19
r133533	1921	Proc. Linn. Soc. New South Wales	46: 119
r137530	1947	Izv. Zap. Sib. Fil. Nauk SSSR ser. biol.	2: 50, no fig.
r137531	1947	Izv. Zap. Sib. Fil. Nauk SSSR ser. biol.	2: 50
r107918	1956	&Ouml;sterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber., Abt. I,	165: 554, fig. 5
r107943	1956	&Ouml;sterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber., Abt. I,	165: 566, fig. 38
r107953	1956	&Ouml;sterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber., Abt. I,	165: 571, fig. 51
r107930	1956	&Ouml;sterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber., Abt. I,	165: 559, fig. 21
r107929	1956	&Ouml;sterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber., Abt. I,	165: 559, fig. 20
r107939	1956	&Ouml;sterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber., Abt. I,	165: 564, fig. 31
r134802	1995	Chin. J. Oceanol. Limnol.	13: 348, fig. 1:2
r107967	1887	Physiol. u. Algol. Stud.:	120
r143627	1956	Nova Acta Leopoldina N.F.	18{125}: 70, fig. 11 D
r107948	1956	&Ouml;sterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber., Abt. I,	165: 569, fig. 45
r107994	1948	Symb. Bot. Upsal.	9{3}: 194, pl. XXIII: figs. 1-3
r123682	1830	Abh. K&ouml;nigl. Akad. Wiss. Berlin, Phys. Kl.	1830: 39 (footnote)
r107917	1956	&Ouml;sterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber., Abt. I,	165: 554, fig. 4
r131413	1942	Arch. Protistenk.	95: 128, fig. 15
r139997	1902	Botaniste	8: 154, text-fig. 6
r130299	1937	Botaniste	28: 108, 181, fig. 9
r141699	1999	Flora Algarum Sinicarum Aquae Dulcis. Tomus VI. Euglenophyta:	61
r130303	2009	J. Phycol.	45: 475
r151422	1921	Proc. Acad. Nat. Sci. Philadelphia	73: 158, pl. VIII: figs. 62, 63
r130301	2009	J. Phycol.	45: 474, fig. 1h
r143756	1973	Studies on Brackish Water Phytoplankton:	212, pl. 18: fig. 127a-g
r123175	1832	Abh. K&ouml;nigl. Akad. Wiss. Berlin, Phys. Kl.	1831: 72, pl. I: fig. V
r107960	1955	Phytoplankton S&uuml;sswassers	4: 108 (key), 115, fig. 101
r133534	1988	Fragm. Flor. et Geobot.	33: 220, fig. 4, photo 1
r107919	1956	&Ouml;sterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber., Abt. I,	165: 554, fig. 6
r133535	1983	Niigata Coll. Pharm., Seibutsu	6: 10
r133536	1925	Bull. Int. Acad. Polon. Sci. & Lett., Cl. Sci. Math. & Nat., S&eacute;r. B,	1925: 112, pl. 1: fig. 14
r138474	1832	Abh. K. Akad. Wiss. Berlin, Phys. Kl.	1831: 71. pl. I: fig. IV
r107618	1886	Euglenac.-Fl. Stralsund [Programm Realgymn. Stralsund]:	14
r107947	1956	&Ouml;sterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber., Abt. I,	165: 568, fig. 43
r107619	1992	Arch. Hydrobiol. Suppl.	93 (Algol. Stud. 65): 31, figs. 1-19
r107956	1956	&Ouml;sterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber., Abt. I,	165: 572, fig. 54
r107920	1956	&Ouml;sterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber., Abt. I,	165: 555, fig. 7
r107620	1986	Nova Hedwigia	42: 515 (key), 524, pl. IV: fig. 6
r138476	1902	Botanist	8: 182, text-fig. 15
r108004	1948	Symb. Bot. Upsal.	9{3}: 196, pl. XXII [misprinted XXVI]: figs. 17-20
r107989	1830	Ann. Phys. u. Chem.	18: 508
r107990	1830	Abh. K&ouml;nigl. Akad. Wiss. Berlin, Phys. Kl.	1830: 83, pl. VI:IV
r107621	1985	Opera Lilloana	35: 38, 126, pl. 16: figs. 5, 7
r134211	1995	Rev. Hydrobiol. Trop.	27: 6, pl. II: fig. 7, pl. VI: figs. 11-12
r107622	1996	Acta Phytotax. Sin.	34: 115, fig. 1: 5
r107890	1883	Untersuch. Bot. Inst. T&uuml;bingen	1: 307
r107623	1886	Euglenac.-Fl. Stralsund [Programm Realgymn. Stralsund]:	10, fig. 12b
r157002	1963	Ukrain. Bot. Zhurn	20{2}: 74, fig. 3
r107993	1898	ForschBer. Biol. Stat. Pl&ouml;n	6: 194, pl. V: figs. 8, 9
r138475	1902	Botanist	8: 165, text-fig. 9; pl. III: figs. 1-6
r130300	1926	Arch. Protistenk.	54: 159, text-fig. D, a
r107931	1956	&Ouml;sterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber., Abt. I,	165: 561, fig. 23
r141700	1999	Flora Algarum Sinicarum Aquae Dulcis. Tomus VI. Euglenophyta:	81
r133537	1955	Opredel. Presnovodn. Vodoroslej SSSR	7: 159
r107962	1956	&Ouml;sterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber., Abt. I,	165: 574, fig. 59
r134803	1995	Chin. J. Oceanol. Limnol.	13: 349, fig. 1: 3-5
r156998	1915	Arch. Hydrobiol. u. Planktonk.	10: 325, pl. IV: figs. 12-14
r107625	1986	Biblioth. Phycol.	75: 46, fig. 52
r157000	1916	Trudy Obshch. Isp. Prir. Kharkov. Univ.	48{1}: 98(R), 129, pl. II: figs. 1-3
r107992	1850	Syst. Helm.	1: 83
r130304	1946	Sinensia	17: 101-102, fig. 10
r107983	1987	Acta Hydrobiol. Sin.	11: 357, 364, fig. 1 g, h
r153174	1982	Proc. Indian Acad. Sci. (Plant Sci.)	91: 562 (key), 569, figs. 6a, 6b
r135455	1883	Untersuch. Bot. Inst. T&uuml;bingen	1: 301, pl. III: fig. 3
r107945	1956	&Ouml;sterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber., Abt. I,	165: 567, fig. 41
r107949	1956	&Ouml;sterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber., Abt. I,	165: 570, fig. 47
r107950	1937	Arch. Protistenk.	90: 61, pl. 8: figs. 29, 30
r123857	1830	Abh. K&ouml;nigl. Akad. Wiss. Berlin, Phys. Kl.	1830: 39 (footnote), 71
r137532	1947	Izv. Zap. Sib. Fil. Nauk SSSR ser. biol.	2: 53, pl. I: fig. 7
r107961	1956	&Ouml;sterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber., Abt. I,	165: 574, fig. 58
r107626	1994	Arch. Hydrobiol. Suppl.	102 (Algol. Stud. 72): 9, fig. 1
r121455	2002	Arch. Hydrobiol. Suppl.	143 (Algol. Stud. 105): 2, figs. 2, 3
r139996	2014	Phycologia	53: 68
r134151	2010	Protist	161: 608
r133538	2010	Color atlas of photosynthetic euglenoids.	P. 54
r133539	2010	Color atlas of photosynthetic euglenoids.	P. 55
r133540	2010	Color atlas of photosynthetic euglenoids.	P. 56
r133541	2010	Color atlas of photosynthetic euglenoids.	P. 57
r138740	2013	Eur. J. Phycol.	48: 262, figs. 2-6
r147644	1962	Rev. Alg. n.s.	6: 165, 195, pl. I: fig. 5
r107630	1988	New Zealand J. Bot.	25: 431, figs. 6, 7
r152945	2017	Cryptogamie, Algologie	38: 90
r126659	1849	Species algarum:	742
r126660	1847	Flora	30: 776
r107632	1863	Diagn. & Bemerk.:	15
r107906	1843	Phycol. General.:	400
r107633	1849	Sp. Alg.:	743
r107907	1849	Sp. Alg.:	742
r107978	1867	Tab. Phycol.	17: 22, pl. 73: figs. a-d
r152946	2017	Cryptogamie, Algologie	38: 91
r155425	1977	Proc. First Int. Congr. Pacific Neogene Stratigraphy	1: 212
r107636	1996	Bibliotheca Phycologica	100: 105
r107637	1996	Bibliotheca Phycologica	100: 106
r155428	1977	Proc. First Int. Congr. Pacific Neogene Stratigraphy	1: 214, fig. 46 in Stradner (Erd&ouml;l u. Kohl 14: 89. 1961)
r136256	2009	Diatoms of Europe	5: 276
r107638	1998	Eur. j. Phycol.	33: 103, figs. 29-33, 41-47, 54
r136257	2009	Diatoms of Europe	5: 278, 301, pl. 120: figs. 1-8; pl. 256: figs. 6; pl. 257: figs. 1-5; pl. 258: figs. 1-6
r107639	1998	Eur. J. Phycol.	33: 99, figs. 19-27, 34-40
r107640	1998	Eur. J. Phycol.	33: 96, figs. 1-18, 28
r108002	2004	Proc. Int. Diat. Symp.	17: 208, figs. 2-12
r107642	1998	Iconographia Diatomologica	5: 47, pl. 61: figs. 8-9
r107643	1998	Iconographia Diatomologica	5: 48, pl. 44: figs. 2-8
r107644	1998	Iconographia Diatomologica	5: 49, pl. 12: figs. 8, 9A-9C
r122741	2007	Iconogr. Diatomol.	18: 83, pl. 88
r107645	1998	Iconographia Diatomologica	5: 50, pl. 59: figs. 14-17
r136337	2011	Diatoms of Europe	6: 47, pl. 188; pl. 189; pl. 190: figs. 1, 2
r136338	2011	Diatoms of Europe	6: 48, pl. 59
r142367	2014	Plant Ecology and Evolution	147: 262, fig. 3
r142368	2014	Plant Ecology and Evolution	147: 262, fig. 4
r156091	2018	European J. Phycol.	53: 169, figs. 2-40
r107646	1966	Nova Hedwigia	11: 124, pl. 11(1): fig. 27
r136339	2011	Diatoms of Europe	6: 49, pls. 11-13
r140462	1889	Bull. Torr. Bot. Club	16: 209, pl. XCIII: fig. 1
r140464	1969	Rev. Algol. n.s.	9: 292, pl. 13: figs. 7, 8
r133542	1845	Ber. K&ouml;nigl. Akad. Wiss. Berlin	1845: 363
r132795	2010	Polish Bot. J.	55: 99, fig. 3: 1-17
r107647	1998	Iconographia Diatomologica	5: 51
r107648	2000	Iconogr. Diatomol.	9: 120, pl. 18: figs. 18-24
r136342	1939	Bot. Not.	1939: 425, fig. 1: 11
r122742	2007	Iconogr. Diatomol.	18: 84, pl. 103: figs. 53, 54
r136340	2011	Diatoms of Europe	6: 51
r142108	2004	Iconographia Diatomologica	13: 148, pl. 7: figs. 1-9
r147430	1905	Krypt.-Fl. Deutschl., Alg.	1: 203
r154969	1916	Schr. Phys. &Ouml;kon. Ges. K&ouml;nigsberg	56: 40, text-fig. 13:2
r153202	1926	Hedwigia	66: 21, figs. 9a,b
r153203	1926	Hedwigia	66: 22, fig. 10
r107649	1995	Biblioth. Diatomol.	32: 91, pl. 31
r107650	1993	Biblioth. Diatomol.	27: 24, pl. 16: figs. 1-6; pls. 19-21
r136343	2011	Diatoms of Europe	6: 55
r121654	1993	Biblioth. Diatomol.	27: 26, pl. 157: figs. 4-12 in H. Ettl et al. (eds.), S&uuml;ssawsserfl. Mitteleuropa 2{3} (1991)
r107651	1991	S&uuml;sswasserfl. Mitteleuropa	2{3}: 213, pl. 157: figs. 4-12
r107969	1853	Syn. Brit. Diat.	1: 15
r107970	1837	Ber. K&ouml;nigl. Akad. Wiss. Berlin	1837: 45
r136344	1881	Syn. Diat. Belg.	pl. XXXIV: fig. 7 (text: 142. 1885)
r107897	1881	Syn. Diat. Belgique:	pl. XXXIV: figs. 5, 6
r156503	2011	Biblioth. Diatomol.	56: 40, pl. 19: figs. 1-10
r137031	2007	Diatom Research	22: 249, figs. 2-19
r138128	2013	Phytotaxa	86: 10, pl. 61: figs. 51-66, pl. 62: figs 1-7
r142447	2014	Plant Ecol. Evol.	147: 467
r142369	2014	Plant Ecology and Evolution	147: 265, fig. 5
r135856	1998	Insel der Endemiten: Geobotanisches Ph&auml;nomen Neukaledonien (Bibliotheca Diatomologica 38):	164, pl. 10: figs. 8-13
r143717	2010	Belgian J. Botany	142: 196, figs. 1-20
r136345	2011	Diatoms of Europe	6: 59, pl. 131: figs. 1-41
r107653	1881	Syn. Diat. Belg.:	expl. pl. XXXV: fig. 11
r107654	1841	Ber. K. Akad. Wiss. Berlin	1841: 203
r107655	1843	Abh. K&ouml;nigl. Akad. Wiss. Berlin, Phys. Kl.	1841: 413, pl. I: fig. I.24 [Falkland Islands]
r136347	2011	Diatoms of Europe	6: 61
r107656	1998	Iconographia Diatomologica	5: 51, pl. 28: figs. 17-24, 28
r136412	1843	Abh. K&ouml;nigl. Akad. Wiss. Berlin, Phys. Kl.	1841: 413
r149223	1901	Algen Tirol, Vorarlberg und Liechtenstein:	121
r122754	1913	A. Schmidt's Atlas Diatomaceenkunde:	pl. 289: fig. 40
r122755	1987	Atlas & Cat. Diatom Types Hustedt:	40, pl. 41: figs. 4, 5
r136349	2011	Diatoms of Europe	6: 66, pl. 85; pl. 86: figs. 1-5
r155230	2005	Bot. Zhurn.	90: 167
r107657	2003	Diat. Monogr.	4: 118
r107658	1991	S&uuml;sswasserfl. Mitteleuropa	2{3}: 180
r107659	1993	Biblioth. Diatomol.	27: 28
r144467	2001	Lange-Bertalot Festschrift	633
r107899	1991	Nova Hedwigia	53: 196, pl. V: figs. 12-21
r155231	2005	Bot. Zhurn.	90: 168
r156504	2011	Biblioth. Diatomol.	56: 51, pl. 28: figs. 9-15
r107660	1998	Iconographia Diatomologica	5: 52, pl. 163: figs. 1-7 in Krammer & Lange-Bertalot 1991
r142132	2010	Biblioth. Diatomol.	55: 36, pl. 9: figs. 2-8, 22, 23
r143119	1996	Iconogr. Diatomol.	2: 46, pl. 9: figs. 21-23
r135857	1998	Insel der Endemiten: Geobotanisches Ph&auml;nomen Neukaledonien (Bibliotheca Diatomologica 38):	165, pl. 15: figs. 1-4
r156205	2017	Biblioth. Diatomol.:	64: 13, pls. 39, 40
r107661	1993	Biblioth. Diatomol.	27: 29, pl. 33: figs. 2-15
r140471	1998	Acta Palaeontol. Sinica	37: 310, pl. I: fig. 2
r156206	2017	Biblioth. Diatomol.:	64: 14, pl. 58: figs. 11-46; pl. 59
r142093	2004	Iconographia Diatomologica	13: 149, pl. 4: figs. 1-5, pl. 5: figs. 1-5
r107662	1940	Notulae Naturae Acad. Nat. Sci. Philadelphia	59: 3, figs. 8
r107663	1998	Iconographia Diatomologica	5: 52, pl. 39: figs. 4-6
r122743	2007	Iconogr. Diatomol.	18: 84, pl. 82: figs. 6-8
r135338	2012	Beih. Nova Hedwigia	141: 62, figs. 6-9; 14-19
r156207	2017	Biblioth. Diatomol.:	64: 15, pl. 67: figs. 7, 8
r122744	2007	Iconogr. Diatomol.	18: 85, pl. 99: figs. 18-20
r107664	1998	Iconographia Diatomologica	5: 53, pl. 21: figs. 13 (14?)
r155368	1957	Ceylon J. Sci., Biol. Sci.	1: 49, pl. 13: fig. 14
r155366	1957	Ceylon J. Sci., Biol. Sci.	1: 49, pl. 13: figs. 11-13
r107665	1957	Ceylon J. Sci., Biol. Sci.	1: 51
r156505	2011	Biblioth. Diatomol.	56: 57, pl. 30: figs. 39-46
r107666	1992	Nova Hedwigia	54: 171, pl. 3: fig. 26
r136350	2011	Diatoms of Europe	6: 72, pls. 28, 29
r156208	2017	Biblioth. Diatomol.:	64: 17
